,Resort Name,Continent,Country,State/Province,URL,Altitude,Easy,Intermediate ,Difficult,Aerial tramway/reversible ropeway,Circulating ropeway/gondola lift,Chairlift,T-bar lift/platter/button lift ,Rope tow/baby lift,People mover/Moving Carpet,Adult,Youth,Child,Currency,Ski resort size ,"Slope offering, variety of runs ",Lifts and cable cars ,Snow reliability ,Slope preparation ,"Access, on-site parking ","Orientation (trail map, information boards, sign-postings) ",Cleanliness and hygiene ,Environmentally friendly ski operation ,Friendliness of staff ,"Mountain restaurants, ski huts, gastronomy ",Après-ski ,Accommodation offering directly at the slopes and lifts ,Families and children ,Beginners ,"Advanced skiers, freeriders ",Snow parks ,Cross-country skiing and trails ,Sunkid Moving Carpet,Combined installation (gondola and chair),People mover,Funicular,Snow caterpillars for Cat-skiing,Cog railway,Helicopter for Heli-skiing,Ski routes
u-zura-chabowka,u-zura-chabowka,Europe,Poland,Lesser Poland (Województwo małopolskie),https://www.skiresort.info/ski-resort/u-zura-chabowka/,545.0,1.0,0.0,0.0,,,,,,,55,0,50,Polish zloty,,,,,,,,,,,,,,,,,,,,,,,,,,
four-lakes,four-lakes,North America,USA,Illinois,https://www.skiresort.info/ski-resort/four-lakes/,220.0,1.0,0.0,0.0,,,,,,,30,0,0,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,
modra-hvezda-bahynka,modra-hvezda-bahynka,Europe,Czech Republic,Liberec Region (Liberecký kraj),https://www.skiresort.info/ski-resort/modra-hvezda-bahynka/,700.0,1.1,0.0,0.0,,,,,,,400,0,320,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,,
homolka-valaska-bela,homolka-valaska-bela,Europe,Slovakia,Trenčín (Trenčiansky kraj),https://www.skiresort.info/ski-resort/homolka-valaska-bela/,900.0,1.0,0.0,0.0,,,,,,,15,0,12,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,,
olsanka,olsanka,Europe,Czech Republic,Olomouc Region (Olomoucký kraj),https://www.skiresort.info/ski-resort/olsanka/,876.0,1.0,0.0,0.0,,,,,,,250,0,200,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,,
la-baitina,la-baitina,Europe,Italy,Piedmont (Piemonte),https://www.skiresort.info/ski-resort/la-baitina/,930.0,1.0,0.0,0.0,,,,,,,18,0,15,European Euro,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
la-magdeleine,la-magdeleine,Europe,Italy,Aosta Valley (Valle d'Aosta),https://www.skiresort.info/ski-resort/la-magdeleine/,1750.0,1.0,0.0,0.0,,,,,,,8,0,4,European Euro,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
nachod,nachod,Europe,Czech Republic,Hradec Králové Region (Královéhradecký kraj),https://www.skiresort.info/ski-resort/nachod/,560.0,1.2,0.0,0.0,,,,,,,250,0,140,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,,
zagarkalns,zagarkalns,Europe,Latvia,Cēsis,https://www.skiresort.info/ski-resort/zagarkalns/,100.0,1.4,0.0,0.0,,,,,,,23,0,14,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,,
nella-bartosovice,nella-bartosovice,Europe,Czech Republic,Hradec Králové Region (Královéhradecký kraj),https://www.skiresort.info/ski-resort/nella-bartosovice/,650.0,1.0,0.0,0.0,,,,,,,340,0,280,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,,
vetrny-vrch-dolni-morava,vetrny-vrch-dolni-morava,Europe,Czech Republic,Pardubice Region (Pardubický kraj),https://www.skiresort.info/ski-resort/vetrny-vrch-dolni-morava/,810.0,1.5,0.0,0.0,,,,,,,470,0,320,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,,
nove-hute,nove-hute,Europe,Czech Republic,South Bohemian Region (Jihočeský kraj),https://www.skiresort.info/ski-resort/nove-hute/,1020.0,1.2,0.0,0.0,,,,,,,400,330,130,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,,
udatny,udatny,Europe,Czech Republic,Liberec Region (Liberecký kraj),https://www.skiresort.info/ski-resort/udatny/,690.0,1.5,0.0,0.0,,,,,,,490,390,340,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,,
kocierz,kocierz,Europe,Poland,Lesser Poland (Województwo małopolskie),https://www.skiresort.info/ski-resort/kocierz/,740.0,1.6,0.0,0.0,,,,,,,49,0,39,Polish zloty,,,,,,,,,,,,,,,,,,,,,,,,,,
solisko-horni-becva,solisko-horni-becva,Europe,Czech Republic,Zlín Region (Zlínský kraj),https://www.skiresort.info/ski-resort/solisko-horni-becva/,750.0,1.3,0.0,0.0,,,,,,,250,0,200,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,,
biele-vodydedinky-mlynky,biele-vodydedinky-mlynky,Europe,Slovakia,Košice (Košický kraj),https://www.skiresort.info/ski-resort/biele-vodydedinky-mlynky/,850.0,1.3,0.0,0.0,,,,,,,13,0,8,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,,
skarslia,skarslia,Europe,Norway,Buskerud,https://www.skiresort.info/ski-resort/skarslia/,1110.0,0.0,1.1,0.0,,,,,,,340,0,250,Norwegian krone,,,,,,,,,,,,,,,,,,,,,,,,,,
karlikow,karlikow,Europe,Poland,Subcarpathian Voivodeship (Województwo podkarpackie),https://www.skiresort.info/ski-resort/karlikow/,670.0,1.1,0.0,0.0,,,,,,,60,0,0,Polish zloty,,,,,,,,,,,,,,,,,,,,,,,,,,
middagsaasen-skisenter,middagsaasen-skisenter,Europe,Norway,Østfold,https://www.skiresort.info/ski-resort/middagsaasen-skisenter/,180.0,1.0,0.0,0.0,,,,,,,300,0,250,Norwegian krone,,,,,,,,,,,,,,,,,,,,,,,,,,
milzkalns,milzkalns,Europe,Latvia,Engure,https://www.skiresort.info/ski-resort/milzkalns/,110.0,1.6,0.0,0.0,,,,,,,23,0,11.50,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,,
villa-roma,villa-roma,North America,USA,New York,https://www.skiresort.info/ski-resort/villa-roma/,388.0,1.7,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
youland-sakauchi,youland-sakauchi,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/youland-sakauchi/,390.0,1.3,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
novo-peredelkino-moscow,novo-peredelkino-moscow,Russia,Central Russia,Moscow,https://www.skiresort.info/ski-resort/novo-peredelkino-moscow/,260.0,1.0,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
kavecany,kavecany,Europe,Slovakia,Košice (Košický kraj),https://www.skiresort.info/ski-resort/kavecany/,595.0,2.0,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
chongqing-fairy-mountain,chongqing-fairy-mountain,Asia,China,,https://www.skiresort.info/ski-resort/chongqing-fairy-mountain/,1850.0,1.5,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
angarskyy-pass,angarskyy-pass,Europe,Ukraine,,https://www.skiresort.info/ski-resort/angarskyy-pass/,800.0,2.0,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
alvares,alvares,Asia,Iran,,https://www.skiresort.info/ski-resort/alvares/,3200.0,2.0,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
yuzhno-sakhalinsk,yuzhno-sakhalinsk,Russia,Far Eastern Federal District,Sakhalin,https://www.skiresort.info/ski-resort/yuzhno-sakhalinsk/,260.0,0.0,1.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
semenic,semenic,Europe,Romania,Caraș-Severin,https://www.skiresort.info/ski-resort/semenic/,1430.0,0.0,2.5,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
kocian-loucna-nad-desnou,kocian-loucna-nad-desnou,Europe,Czech Republic,Olomouc Region (Olomoucký kraj),https://www.skiresort.info/ski-resort/kocian-loucna-nad-desnou/,575.0,1.0,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
zhdenievo,zhdenievo,Europe,Ukraine,,https://www.skiresort.info/ski-resort/zhdenievo/,692.0,1.0,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
feleacu,feleacu,Europe,Romania,Cluj,https://www.skiresort.info/ski-resort/feleacu/,740.0,1.0,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
mratkino-beloretsk,mratkino-beloretsk,Russia,Volga Federal District,Bashkortostan,https://www.skiresort.info/ski-resort/mratkino-beloretsk/,806.0,2.3,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
tarbiatbadani,tarbiatbadani,Asia,Iran,,https://www.skiresort.info/ski-resort/tarbiatbadani/,2705.0,2.0,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
venabygdsfjellet,venabygdsfjellet,Europe,Norway,Oppland,https://www.skiresort.info/ski-resort/venabygdsfjellet/,1000.0,1.0,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
chelgerd,chelgerd,Asia,Iran,,https://www.skiresort.info/ski-resort/chelgerd/,2550.0,2.0,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
tysovets,tysovets,Europe,Ukraine,,https://www.skiresort.info/ski-resort/tysovets/,1100.0,0.0,2.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
pasieki-wisla,pasieki-wisla,Europe,Poland,Silesia (Województwo śląskie),https://www.skiresort.info/ski-resort/pasieki-wisla/,618.0,1.2,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
solina,solina,Europe,Poland,Subcarpathian Voivodeship (Województwo podkarpackie),https://www.skiresort.info/ski-resort/solina/,730.0,1.2,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
baraque-de-fraiture,baraque-de-fraiture,Europe,Belgium,Wallonia,https://www.skiresort.info/ski-resort/baraque-de-fraiture/,650.0,2.0,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
kozi-plan,kozi-plan,Europe,Czech Republic,South Bohemian Region (Jihočeský kraj),https://www.skiresort.info/ski-resort/kozi-plan/,790.0,1.0,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
danova-medzilaborce,danova-medzilaborce,Europe,Slovakia,Prešov (Prešovský kraj),https://www.skiresort.info/ski-resort/danova-medzilaborce/,660.0,1.5,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
akmenynu,akmenynu,Europe,Lithuania,Marijampolė,https://www.skiresort.info/ski-resort/akmenynu/,150.0,1.1,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
wielka-sowa-potoczek-pieszyce,wielka-sowa-potoczek-pieszyce,Europe,Poland,Lower Silesia (Województwo dolnośląskie),https://www.skiresort.info/ski-resort/wielka-sowa-potoczek-pieszyce/,1015.0,2.0,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
valdelen,valdelen,South America,Argentina,Santa Cruz,https://www.skiresort.info/ski-resort/valdelen/,850.0,1.0,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
jbel-hebri,jbel-hebri,Africa,Morocco,Meknès-Tafilalet,https://www.skiresort.info/ski-resort/jbel-hebri/,2090.0,0.0,1.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
nesar-bijar,nesar-bijar,Asia,Iran,,https://www.skiresort.info/ski-resort/nesar-bijar/,2250.0,2.0,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
valpelline-ollomont-heliski-grand-combin,valpelline-ollomont-heliski-grand-combin,Europe,Italy,Aosta Valley (Valle d'Aosta),https://www.skiresort.info/ski-resort/valpelline-ollomont-heliski-grand-combin/,3670.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
escape-cameron-highlands-pahang-planned,escape-cameron-highlands-pahang-planned,Asia,Malaysia,,https://www.skiresort.info/ski-resort/escape-cameron-highlands-pahang-planned/,1530.0,1.2,0.0,0.0,,,,,,,0,0,0,-,1.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
galena,galena,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/galena/,3100.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
himalaya-heliski,himalaya-heliski,Asia,India,,https://www.skiresort.info/ski-resort/himalaya-heliski/,5300.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
canadian-mountain-holidays-valemount,canadian-mountain-holidays-valemount,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/canadian-mountain-holidays-valemount/,3150.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
powder-south-heliski,powder-south-heliski,South America,Chile,Los Lagos,https://www.skiresort.info/ski-resort/powder-south-heliski/,4500.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
bobby-burns,bobby-burns,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/bobby-burns/,3050.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
huacachina,huacachina,South America,Peru,,https://www.skiresort.info/ski-resort/huacachina/,520.0,0.0,0.0,1.0,,,,,,,0,0,0,-,1.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
stellar-heliskiing,stellar-heliskiing,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/stellar-heliskiing/,3040.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
sapgoer-bitlis,sapgoer-bitlis,Asia,Turkey,,https://www.skiresort.info/ski-resort/sapgoer-bitlis/,0.0,0.0,0.0,1.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
bugaboos,bugaboos,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/bugaboos/,3050.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
mike-wiegele-blue-river,mike-wiegele-blue-river,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/mike-wiegele-blue-river/,3569.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,
monashee,monashee,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/monashee/,3140.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
haugstein-engelhartszell-planned,haugstein-engelhartszell-planned,Europe,Austria,Upper Austria (Oberösterreich),https://www.skiresort.info/ski-resort/haugstein-engelhartszell-planned/,810.0,1.0,0.0,0.0,,,,,,,0,0,0,-,1.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
vorohta,vorohta,Europe,Ukraine,,https://www.skiresort.info/ski-resort/vorohta/,0.0,1.5,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
points-north-heli-adventures,points-north-heli-adventures,North America,USA,Alaska,https://www.skiresort.info/ski-resort/points-north-heli-adventures/,1900.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
bellino,bellino,Europe,Italy,Piedmont (Piemonte),https://www.skiresort.info/ski-resort/bellino/,0.0,1.0,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
rahva-bitlis,rahva-bitlis,Asia,Turkey,,https://www.skiresort.info/ski-resort/rahva-bitlis/,0.0,1.0,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
eagle-pass-heliskiing,eagle-pass-heliskiing,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/eagle-pass-heliskiing/,3205.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
tien-shan-heliskiing,tien-shan-heliskiing,Asia,Kyrgyzstan,,https://www.skiresort.info/ski-resort/tien-shan-heliskiing/,4300.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
abchasien,abchasien,Russia,Europe,,https://www.skiresort.info/ski-resort/abchasien/,3200.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
northern-escape-heli-skiing,northern-escape-heli-skiing,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/northern-escape-heli-skiing/,2450.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,
cariboo,cariboo,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/cariboo/,3000.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
atlin-heli-sports,atlin-heli-sports,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/atlin-heli-sports/,2500.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
gothics,gothics,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/gothics/,2800.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
kootenay,kootenay,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/kootenay/,2880.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
tlh-heliskiing,tlh-heliskiing,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/tlh-heliskiing/,2900.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
white-grizzly-meadow-creek,white-grizzly-meadow-creek,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/white-grizzly-meadow-creek/,2500.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
mcbride,mcbride,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/mcbride/,3000.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
dombai,dombai,Russia,North Caucasus,Karachay-Cherkessia,https://www.skiresort.info/ski-resort/dombai/,3134.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
adamants,adamants,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/adamants/,3100.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
pyrenees-heliski-vielha,pyrenees-heliski-vielha,Europe,Spain,Catalonia (Catalunya),https://www.skiresort.info/ski-resort/pyrenees-heliski-vielha/,3000.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
kamchatka,kamchatka,Russia,Far Eastern Federal District,Kamchatka,https://www.skiresort.info/ski-resort/kamchatka/,3000.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
the-little-star-ski-club-moscow,the-little-star-ski-club-moscow,Russia,Central Russia,Moscow,https://www.skiresort.info/ski-resort/the-little-star-ski-club-moscow/,0.0,1.0,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
altay-tyrol-planned,altay-tyrol-planned,Asia,China,Xinjiang,https://www.skiresort.info/ski-resort/altay-tyrol-planned/,2760.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
dolomity-sportowa-dolina-sucha-gora-bytom,dolomity-sportowa-dolina-sucha-gora-bytom,Europe,Poland,Silesia (Województwo śląskie),https://www.skiresort.info/ski-resort/dolomity-sportowa-dolina-sucha-gora-bytom/,340.0,0.7,0.0,0.0,,,,,,,60,0,0,Polish zloty,,,,,,,,,,,,,,,,,,,,,,,,,,
skalka-ostrava-poruba,skalka-ostrava-poruba,Europe,Czech Republic,Moravian-Silesian Region (Moravskoslezský kraj),https://www.skiresort.info/ski-resort/skalka-ostrava-poruba/,300.0,0.6,0.0,0.0,,,,,,,500,0,390,Czech koruna,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
kotlinka-szymbark,kotlinka-szymbark,Europe,Poland,Pomerania (Województwo pomorskie),https://www.skiresort.info/ski-resort/kotlinka-szymbark/,240.0,0.1,0.3,0.0,,,,,,,100,0,85,Polish zloty,,,,,,,,,,,,,,,,,,,,,,,,,,
murzasichle,murzasichle,Europe,Poland,Lesser Poland (Województwo małopolskie),https://www.skiresort.info/ski-resort/murzasichle/,890.0,0.9,0.0,0.0,,,,,,,80,0,0,Polish zloty,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
smerekowiec,smerekowiec,Europe,Poland,Lesser Poland (Województwo małopolskie),https://www.skiresort.info/ski-resort/smerekowiec/,510.0,0.7,0.0,0.0,,,,,,,90,0,0,Polish zloty,,,,,,,,,,,,,,,,,,,,,,,,,,
partecznik-wisla,partecznik-wisla,Europe,Poland,Silesia (Województwo śląskie),https://www.skiresort.info/ski-resort/partecznik-wisla/,565.0,0.6,0.0,0.0,,,,,,,55,0,50,Polish zloty,,,,,,,,,,,,,,,,,,,,,,,,,,
snow-sun-horny-vadicov,snow-sun-horny-vadicov,Europe,Slovakia,Žilina (Žilinský kraj),https://www.skiresort.info/ski-resort/snow-sun-horny-vadicov/,633.0,0.8,0.0,0.0,,,,,,,16,0,13,European Euro,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
skomielna-czarna,skomielna-czarna,Europe,Poland,Lesser Poland (Województwo małopolskie),https://www.skiresort.info/ski-resort/skomielna-czarna/,590.0,0.0,0.8,0.0,,,,,,,80,0,0,Polish zloty,,,,,,,,,,,,,,,,,,,,,,,,,,
pianeta-neve-piampratovalprato-soana,pianeta-neve-piampratovalprato-soana,Europe,Italy,Piedmont (Piemonte),https://www.skiresort.info/ski-resort/pianeta-neve-piampratovalprato-soana/,1638.0,0.8,0.0,0.0,,,,,,,13,0,9,European Euro,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
jimramov,jimramov,Europe,Czech Republic,Vysočina Region (Kraj Vysočina),https://www.skiresort.info/ski-resort/jimramov/,650.0,0.8,0.0,0.0,,,,,,,350,0,0,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,,
alpalouka,alpalouka,Europe,Czech Republic,Plzeň Region (Plzeňský kraj),https://www.skiresort.info/ski-resort/alpalouka/,1010.0,0.9,0.0,0.0,,,,,,,450,0,380,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,,
fujimi-kogen,fujimi-kogen,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/fujimi-kogen/,1365.0,0.7,0.0,0.0,,,,,,,3400,0,2700,Japanese Yen,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
bucsin,bucsin,Europe,Romania,Harghita,https://www.skiresort.info/ski-resort/bucsin/,1360.0,0.0,0.8,0.0,,,,,,,70,0,50,Romanian leu,,,,,,,,,,,,,,,,,,,,,,,,,,
frickovce,frickovce,Europe,Slovakia,Prešov (Prešovský kraj),https://www.skiresort.info/ski-resort/frickovce/,540.0,0.7,0.0,0.0,,,,,,,12,0,9,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,,
dlouhonovice,dlouhonovice,Europe,Czech Republic,Pardubice Region (Pardubický kraj),https://www.skiresort.info/ski-resort/dlouhonovice/,480.0,0.7,0.0,0.0,,,,,,,300,0,250,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,,
ski-land-stara-myjava,ski-land-stara-myjava,Europe,Slovakia,Trenčín (Trenčiansky kraj),https://www.skiresort.info/ski-resort/ski-land-stara-myjava/,550.0,0.9,0.0,0.0,,,,,,,16,0,13,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,,
cerinek,cerinek,Europe,Czech Republic,Vysočina Region (Kraj Vysočina),https://www.skiresort.info/ski-resort/cerinek/,750.0,0.8,0.0,0.0,,,,,,,280,0,250,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,,
celnica-trestik,celnica-trestik,Europe,Czech Republic,Moravian-Silesian Region (Moravskoslezský kraj),https://www.skiresort.info/ski-resort/celnica-trestik/,925.0,0.6,0.0,0.0,,,,,,,300,0,250,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,,
jabuka-prijepolje,jabuka-prijepolje,Europe,Serbia,Serbia-South,https://www.skiresort.info/ski-resort/jabuka-prijepolje/,1300.0,0.8,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
osvetimany,osvetimany,Europe,Czech Republic,Zlín Region (Zlínský kraj),https://www.skiresort.info/ski-resort/osvetimany/,383.0,0.1,0.4,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
centennial-park-ski-hill,centennial-park-ski-hill,North America,Canada,Ontario,https://www.skiresort.info/ski-resort/centennial-park-ski-hill/,170.0,0.1,0.2,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
powroznik,powroznik,Europe,Poland,Lesser Poland (Województwo małopolskie),https://www.skiresort.info/ski-resort/powroznik/,598.0,0.6,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
arpa-snowcats-los-andes,arpa-snowcats-los-andes,South America,Chile,Valparaíso,https://www.skiresort.info/ski-resort/arpa-snowcats-los-andes/,3740.0,,,,,,,,,,295,0,0,US Dollar,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
ski-hill-lemberga-hute-ventspils,ski-hill-lemberga-hute-ventspils,Europe,Latvia,,https://www.skiresort.info/ski-resort/ski-hill-lemberga-hute-ventspils/,58.0,0.7,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
korzeniec,korzeniec,Europe,Poland,Subcarpathian Voivodeship (Województwo podkarpackie),https://www.skiresort.info/ski-resort/korzeniec/,345.0,0.6,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
baba-jaga-bodzentyn,baba-jaga-bodzentyn,Europe,Poland,Holy Cross (Województwo świętokrzyskie),https://www.skiresort.info/ski-resort/baba-jaga-bodzentyn/,425.0,0.8,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
yuquan,yuquan,Asia,China,Heilongjiang,https://www.skiresort.info/ski-resort/yuquan/,271.0,0.8,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
drumheller-valley-ski-hill,drumheller-valley-ski-hill,North America,Canada,Alberta,https://www.skiresort.info/ski-resort/drumheller-valley-ski-hill/,823.0,0.6,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
slawicki,slawicki,Europe,Poland,Lesser Poland (Województwo małopolskie),https://www.skiresort.info/ski-resort/slawicki/,335.0,0.6,0.0,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
olesnice-na-morave,olesnice-na-morave,Europe,Czech Republic,South Moravian Region (Jihomoravský kraj),https://www.skiresort.info/ski-resort/olesnice-na-morave/,650.0,0.3,0.2,0.0,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,
